Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2019-01-25 00:01:27	CT08	2019-01-25 00:01:25	0	12	1.0	NULL	249.73179626465	247.5099029541	248.91232299805	248.71800740560002	431.28771972656	428.91149902344	432.1745300293	430.79124959309996	0.34950190782546997	0.0	0.0	NULL	0.11650063594182002	NULL	NULL	NULL	50.097278594971	NULL	NULL	NULL	1.3159120082855	NULL	NULL	NULL	-0.07078651338815699	NULL	NULL	NULL	0.07547516375780099	0.10347574949265	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711070.0	2643250177.0	4.0	NULL
2019-01-25 00:02:48	CT08	2019-01-25 00:02:44	0	12	1.0	NULL	249.6573638916	247.3699798584	248.77008056641003	248.59914143880002	431.13684082031	428.65237426757994	431.96704101562005	430.58541870117006	0.35208716988564	0.0	0.0	NULL	0.11736238996188	NULL	NULL	NULL	50.115089416504	NULL	NULL	NULL	1.3084480762482	-0.04530257359147099	-0.019948402419686	-0.0068676238879561	-0.072118602693081	NULL	NULL	NULL	0.075327880680561	0.10428509861230999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711072.0	2643250177.0	4.0	NULL
2019-01-25 00:04:06	CT08	2019-01-25 00:04:03	0	12	1.0	NULL	249.89920043945	247.4945526123	248.74124145508	248.71166483561	431.46063232422006	428.59027099609	432.29061889647994	430.78050740559996	0.3521169424057	0.0	0.0	NULL	0.11737231413523	NULL	NULL	NULL	50.076324462890994	NULL	NULL	NULL	1.3148760795593002	-0.044868085533380994	-0.018607137724757	-0.007720120716839999	-0.07119534164667099	NULL	NULL	NULL	0.075695134699345	0.10391598194838	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711073.0	2643250177.0	4.0	NULL
2019-01-25 00:05:24	CT08	2019-01-25 00:05:22	0	12	1.0	NULL	249.77264404297	247.58744812012	248.80250549316003	248.72086588542004	431.41641235352006	428.84780883789	432.12405395507994	430.79609171549	0.35441979765892	0.0	0.0	NULL	0.11813993255296999	NULL	NULL	NULL	50.015274047852	NULL	NULL	NULL	1.3097569942473999	-0.045091424137354	-0.020370528101921002	-0.0072081037797034	-0.07267004996538201	NULL	NULL	NULL	0.07617957890033701	0.10528182983398	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711075.0	2643250177.0	4.0	NULL
2019-01-25 00:06:51	CT08	2019-01-25 00:06:46	0	12	1.0	NULL	249.41146850586003	247.52301025391003	248.52749633788997	248.48732503255002	431.13269042969	428.67193603516	431.36929321289	430.39130655924	0.36414527893065995	0.0	0.0	NULL	0.12138175964355001	NULL	NULL	NULL	50.001388549805	NULL	NULL	NULL	1.3247309923172	-0.045184142887591996	-0.020302172750235	-0.0066434829495847	-0.07212979346513701	NULL	NULL	NULL	0.07878470420837401	0.10681637376547	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711077.0	2643250177.0	4.0	NULL
2019-01-25 00:08:06	CT08	2019-01-25 00:08:04	0	12	1.0	NULL	249.24378967285	247.06036376953	248.40313720703	248.2357635498	430.45581054687995	428.10723876952994	431.30392456055	429.95565795897994	0.36350303888321006	0.0	0.0	NULL	0.12116767962774001	NULL	NULL	NULL	50.003021240234006	NULL	NULL	NULL	1.3106100559235	-0.046148180961609	-0.020638739690185	-0.0074129584245384	-0.07419987767934799	NULL	NULL	NULL	0.077967070043087	0.10763125121592998	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711078.0	2643250177.0	4.0	NULL
2019-01-25 00:09:28	CT08	2019-01-25 00:09:25	0	12	1.0	NULL	249.95559692383	247.73657226562	248.91184997558997	248.86800638834998	431.6975402832	429.0537109375	432.4020690918	431.05110677083	0.36513224244118	0.0	0.0	NULL	0.12171074748039	NULL	NULL	NULL	50.01306533813501	NULL	NULL	NULL	1.3174080848693999	-0.046589035540819	-0.020346246659756	-0.006367729511111999	-0.073303014039993	NULL	NULL	NULL	0.078479923307896	0.10738915205002	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711080.0	2643250177.0	4.0	NULL
2019-01-25 00:10:45	CT08	2019-01-25 00:10:44	0	12	1.0	NULL	249.75790405273	247.58625793457	248.77359008788997	248.7059173584	431.40985107422006	428.83166503906	432.07009887695	430.77053833007994	0.35677862167358004	0.0	0.0	NULL	0.11892620722453	NULL	NULL	NULL	50.025081634521	NULL	NULL	NULL	1.3067690134048	-0.045711118727922	-0.020952180027961998	-0.006910240277648002	-0.07357353717088701	NULL	NULL	NULL	0.07649038732051801	0.10613126307726	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711082.0	2643250177.0	4.0	NULL
2019-01-25 00:12:08	CT08	2019-01-25 00:12:06	0	12	1.0	NULL	248.71835327148	246.69998168945	247.77940368652	247.73257954915002	429.78482055664	427.29104614257994	430.17730712891	429.08439127604	0.36282244324684	0.0	0.0	NULL	0.12094081441561	NULL	NULL	NULL	50.02502822875999	NULL	NULL	NULL	1.3188819885254	-0.04613109305501	-0.019684258848429	-0.0063347145915031	-0.072150066494942	NULL	NULL	NULL	0.077558286488056	0.1059288457036	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711083.0	2643250177.0	4.0	NULL
2019-01-25 00:13:29	CT08	2019-01-25 00:13:26	0	12	1.0	NULL	249.09297180176003	246.91932678223	248.09970092773	248.03733317057004	430.29067993164	427.74075317382994	430.80569458007994	429.61237589518	0.35878077149390997	0.0	0.0	NULL	0.11959359049797	NULL	NULL	NULL	50.011154174805	NULL	NULL	NULL	1.3142039775848	-0.045466724783182	-0.021506188437343	-0.0055270385928452	-0.072499953210354	NULL	NULL	NULL	0.07693979889154401	0.10571648180485001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711085.0	2643250177.0	4.0	NULL
2019-01-25 00:14:47	CT08	2019-01-25 00:14:44	0	12	1.0	NULL	249.02299499512	246.74990844727	247.88470458983997	247.88586934407996	430.1296081543	427.30160522461	430.61853027344	429.34991455077994	0.36136272549628995	0.0	0.0	NULL	0.1204542418321	NULL	NULL	NULL	49.996360778809006	NULL	NULL	NULL	1.3153250217438	-0.046107348054647	-0.021152053028345	-0.0053350059315562	-0.07259440422058099	NULL	NULL	NULL	0.077277980744839	0.10602751374245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711086.0	2643250177.0	4.0	NULL
2019-01-25 00:16:07	CT08	2019-01-25 00:16:04	0	12	1.0	NULL	249.05964660645	246.79452514648	248.12043762207	247.99153645832996	430.0387878418	427.6335144043	430.92712402344	429.53314208984	0.35100683569908	0.0	0.0	NULL	0.11700227856636	NULL	NULL	NULL	49.985496520996	NULL	NULL	NULL	1.3178129196166999	-0.044379375874996	-0.019774826243519998	-0.0061187008395791	-0.07027290016412699	NULL	NULL	NULL	0.07531941682100299	0.10301114618778	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	711088.0	2643250177.0	4.0	NULL
