Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2018-12-17 07:40:25	CT08	2018-12-17 07:40:25	0	12	1.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483362815.0	4.0	NULL
2018-12-17 07:41:47	CT08	2018-12-17 07:41:43	0	12	1.0	NULL	243.73265075683997	241.57131958008	242.87054443358997	242.72483825683997	420.9411315918	418.6555480957	421.63757324219	420.41141764323	69.11598205566399	68.948951721191	69.162376403809	NULL	69.075770060221	NULL	NULL	NULL	49.987129211426	NULL	NULL	NULL	1.0043139457703	16.773654937744	16.575239181519	16.733009338379	50.081901550293	NULL	NULL	NULL	-4.667332649231	50.29891204834001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483363789.0	4.0	NULL
2018-12-17 07:43:07	CT08	2018-12-17 07:43:05	0	12	1.0	NULL	244.10800170898	242.1321105957	243.32356262207	243.18789164224998	421.71328735352006	419.63238525391	422.29479980469	421.21349080404	93.97932434081999	93.73640441894501	93.923866271973	NULL	93.879865010579	NULL	NULL	NULL	50.021656036377	NULL	NULL	NULL	1.0026370286942	22.880840301514002	22.628326416016	22.801298141479002	68.31046295166	NULL	NULL	NULL	-4.9703888893127	68.491050720215	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483365125.0	4.0	NULL
2018-12-17 07:44:26	CT08	2018-12-17 07:44:24	0	12	1.0	NULL	244.72970581055	242.39587402343997	243.78213500977	243.63590494792004	422.40640258789	420.10427856445	423.45916748047006	421.98994954427	107.42038726806999	106.97690582275	107.21262359619	NULL	107.20330556234	NULL	NULL	NULL	50.042762756348	NULL	NULL	NULL	1.0022540092468002	26.230295181274	25.863592147827	26.085205078125	78.179092407227	NULL	NULL	NULL	-5.2574830055237	78.355674743652	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483366777.0	4.0	NULL
2018-12-17 07:45:45	CT08	2018-12-17 07:45:44	0	12	1.0	NULL	244.21432495117	241.66970825195	243.49655151367	243.12686157227	421.16540527344	419.26168823242006	422.89874267577994	421.10861206055	113.1736907959	112.84206390381	113.03233337402	NULL	113.01602935791	NULL	NULL	NULL	50.014072418213	NULL	NULL	NULL	1.0020859241486	27.580551147460998	27.205150604248	27.473873138428	82.25957489013699	NULL	NULL	NULL	-5.3212432861328	82.431503295898	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483368565.0	4.0	NULL
2018-12-17 07:47:06	CT08	2018-12-17 07:47:05	0	12	1.0	NULL	244.18824768066003	241.88580322266003	243.36973571777	243.14792887369998	421.40850830077994	419.32110595702994	422.70364379882994	421.14441935221	103.77937316895	103.1450958252	103.30947113036999	NULL	103.41131337484	NULL	NULL	NULL	49.974750518799	NULL	NULL	NULL	1.0021250247955	25.288782119751	24.889533996582	25.094465255737	75.27278137207	NULL	NULL	NULL	-4.9150295257567995	75.433082580566	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483370361.0	4.0	NULL
2018-12-17 07:48:25	CT08	2018-12-17 07:48:23	0	12	1.0	NULL	243.86056518555	241.67205810547	243.02867126465	242.85376485189	420.95257568359	418.86282348632994	422.09002685547006	420.63514200846	93.058212280273	92.421073913574	92.685516357422	NULL	92.72160085042299	NULL	NULL	NULL	49.922439575195	NULL	NULL	NULL	1.0024840831757	22.637395858765	22.276762008667003	22.472013473510998	67.38616943359399	NULL	NULL	NULL	-4.7584939002991	67.55397033691399	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483371874.0	4.0	NULL
2018-12-17 07:51:06	CT08	2018-12-17 07:51:04	0	12	1.0	NULL	243.39671325683997	240.9051361084	242.40435791016003	242.23540242512996	419.91247558594	417.68280029297006	421.09762573242006	419.56430053711	141.2314453125	140.99884033203	141.18313598633	NULL	141.13780721029	NULL	NULL	NULL	49.885040283203004	NULL	NULL	NULL	1.0015590190887	34.321929931641	33.904926300049	34.178535461426	102.40538787841999	NULL	NULL	NULL	-5.7244563102722	102.56526184081999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483375823.0	4.0	NULL
2018-12-17 07:52:25	CT08	2018-12-17 07:52:23	0	12	1.0	NULL	243.70439147948997	241.20965576172	242.79148864746003	242.56851196288997	420.34185791016	418.34750366211	421.73406982422006	420.14114379882994	162.83557128906	161.82568359375	161.97080993652	NULL	162.21068827311	NULL	NULL	NULL	49.891567230225	NULL	NULL	NULL	1.001021027565	39.642181396484	38.991539001465	39.28844833374	117.92216491699	NULL	NULL	NULL	-5.3323574066162	118.04266357421999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483378281.0	4.0	NULL
2018-12-17 07:53:45	CT08	2018-12-17 07:53:43	0	12	1.0	NULL	243.72326660156003	241.18132019043	242.60754394531003	242.5040435791	420.38458251952994	418.0830078125	421.62127685547006	420.02962239583	176.77658081055	175.61047363281003	175.7978515625	NULL	176.06163533529	NULL	NULL	NULL	49.919013977051	NULL	NULL	NULL	1.0009570121765	43.043910980225	42.310218811035	42.611663818359	127.96578979491998	NULL	NULL	NULL	-5.6010398864746	128.08831787109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	666239.0	2483381010.0	4.0	NULL
