Tstamp	m2	m3	m4	m5	m6	m7	Voltage_R_Phase	Voltage_Y_Phase	Voltage_B_Phase	Average_Voltage	Voltage_R_Y	Voltage_Y_B	Voltage_B_R	Line_To_Line_Voltage_Average	Current_R	Current_Y	Current_B	Current_N	Average_Current	Frequency_R	Frequency_Y	Frequency_B	Average_Frequency	Power_Factor_R	Power_Factor_Y	Power_Factor_B	Average_Power_Factor	Active_Power_R	Active_Power_Y	Active_Power_B	Total_Power	Reactive_Power_R	Reactive_Power_Y	Reactive_Power_B	Total_Reactive_Power	Total_Apparent_Power	Active_Energy	Reactive_Energy	Apparent_Power_R	Apparent_Power_Y	Apparent_Power_B	Reactive_Energy2	Maximum_Active_Power	Minimum_Active_Power	Maximum_Reactive_Power	Minimum_Reactive_Power	Maximum_Apparent_Power	Wh_Received	VAh_Received	VARh_Inductive_Received	VARh_Capacitive_Received	Energy_Export1	VAh_Delivered	VARh_Ind_Delivered	VARh_Cap_Delivered	THD	Active_Total_Import	Active_Total_Export	Apparent_Import	Aparent_Export	Energy_Today	m1	Energy_Import	Energy_Export	m66	Total_KW_Avg
2018-12-14 00:01:20	CT08	2018-12-14 00:01:19	0	12	1.0	NULL	249.34339904785	247.10794067383	248.41047668457	248.28727213542004	430.75659179687995	427.99887084961	431.37939453125	430.04495239257994	0.37222135066986	0.0	0.0	NULL	0.12407378355662	NULL	NULL	NULL	50.072704315186	NULL	NULL	NULL	1.3041179180145	-0.049163494259119006	-0.018991958349943	-0.0081228818744421	-0.076278336346149	NULL	NULL	NULL	0.078719884157181	0.10961388796567999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662234.0	2470262122.0	4.0	NULL
2018-12-14 00:02:41	CT08	2018-12-14 00:02:38	0	12	1.0	NULL	249.31295776367	246.77005004883	248.38442993163997	248.15581258137996	430.43780517577994	427.6608581543	431.35375976562005	429.81747436522994	0.36095258593559004	0.0	0.0	NULL	0.1203175286452	NULL	NULL	NULL	50.084995269775	NULL	NULL	NULL	1.3102979660034	-0.046613432466984	-0.017928592860699	-0.0087786512449384	-0.07332067936658901	NULL	NULL	NULL	0.076976731419563	0.10630775988102001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662236.0	2470262122.0	4.0	NULL
2018-12-14 00:04:00	CT08	2018-12-14 00:03:58	0	12	1.0	NULL	249.38227844238	247.34585571288997	248.54475402832	248.42429606119998	430.98904418945	428.41082763672006	431.44613647461	430.28200276693	0.35972779989243003	0.0	0.0	NULL	0.11990926663081	NULL	NULL	NULL	50.06330871582	NULL	NULL	NULL	1.3166179656982	-0.046166941523552	-0.018063558265567	-0.0077699939720333	-0.072000496089458	NULL	NULL	NULL	0.07691846787929499	0.10535901784896999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662238.0	2470262122.0	4.0	NULL
2018-12-14 00:05:20	CT08	2018-12-14 00:05:19	0	12	1.0	NULL	250.03564453125	247.91635131836003	249.29629516602	249.08276367188	431.87017822266	429.52719116211	432.87268066406	431.42335001628	0.35536068677902005	0.0	0.0	NULL	0.11845356225966999	NULL	NULL	NULL	50.025409698486	NULL	NULL	NULL	1.3096070289612	-0.046110894531012	-0.018347134813666	-0.0080245118588209	-0.072482541203499	NULL	NULL	NULL	0.075951382517815	0.10498729348183	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662239.0	2470262122.0	4.0	NULL
2018-12-14 00:06:40	CT08	2018-12-14 00:06:39	0	12	1.0	NULL	249.79235839843997	247.52699279785	248.96208190918	248.76047770182004	431.36987304687995	428.86117553711	432.36343383789	430.86482747396	0.35466691851615995	0.0	0.0	NULL	0.11822230617205	NULL	NULL	NULL	50.021362304688	NULL	NULL	NULL	1.2977440357208	-0.046709328889846996	-0.018160253763198998	-0.0093873655423522	-0.07425694912672	NULL	NULL	NULL	0.075279302895069	0.10574056953191999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662241.0	2470262122.0	4.0	NULL
2018-12-14 00:08:00	CT08	2018-12-14 00:07:59	0	12	1.0	NULL	249.60234069823997	247.25039672852	248.7583770752	248.53703816732002	430.97546386719	428.45028686522994	432.00775146484	430.47783406576	0.35160940885544	0.0	0.0	NULL	0.11720313628515	NULL	NULL	NULL	49.990619659424	NULL	NULL	NULL	1.3141460418701	-0.045098036527634	-0.017718652263284	-0.008139057084918	-0.070955745875835	NULL	NULL	NULL	0.075288973748684	0.10345602035522	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662243.0	2470262122.0	4.0	NULL
2018-12-14 00:09:20	CT08	2018-12-14 00:09:18	0	12	1.0	NULL	249.37660217285	247.15916442871003	248.65113830566003	248.39563496907996	430.68072509766	428.37896728516	431.63912963867006	430.23294067382994	0.3586724698543499	0.0	0.0	NULL	0.11955748995145	NULL	NULL	NULL	49.998279571533004	NULL	NULL	NULL	1.3053290843963998	-0.046721398830414006	-0.018445558845997	-0.0084906918928027	-0.073657646775246	NULL	NULL	NULL	0.07627210021019	0.10603246092796001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662244.0	2470262122.0	4.0	NULL
2018-12-14 00:10:40	CT08	2018-12-14 00:10:38	0	12	1.0	NULL	249.63125610352	247.51440429688	248.77777099608997	248.64114379883	431.27526855469	428.74002075195	431.95922851562005	430.65817260742006	0.36127644777297996	0.0	0.0	NULL	0.12042548259099001	NULL	NULL	NULL	49.990501403809006	NULL	NULL	NULL	1.3102860450745	-0.046671986579895	-0.019691105931996997	-0.0071441126056015	-0.073507212102413	NULL	NULL	NULL	0.077170073986053	0.1065764054656	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662246.0	2470262122.0	4.0	NULL
2018-12-14 00:12:00	CT08	2018-12-14 00:11:58	0	12	1.0	NULL	249.09284973145	246.90957641602	248.34693908691003	248.11645507812	430.30279541016	427.94683837891	430.998046875	429.74922688802	0.3638553917408	0.0	0.0	NULL	0.12128513058027002	NULL	NULL	NULL	49.997737884521	NULL	NULL	NULL	1.3126909732818999	-0.04618301615119	-0.019515618681908	-0.0080928206443787	-0.07379145920276599	NULL	NULL	NULL	0.07798466831445701	0.10736288130283	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662247.0	2470262122.0	4.0	NULL
2018-12-14 00:13:19	CT08	2018-12-14 00:13:18	0	12	1.0	NULL	249.2262878418	246.95291137695	248.26014709473	248.14644877116	430.4645690918	427.78350830077994	431.15603637695	429.80137125651004	0.3593747317791	0.0	0.0	NULL	0.1197915772597	NULL	NULL	NULL	49.99169921875	NULL	NULL	NULL	1.2977740764618	-0.047158945351839	-0.019498208537698	-0.0084473267197609	-0.075104482471943	NULL	NULL	NULL	0.076144836843014	0.10695195198059	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	662249.0	2470262122.0	4.0	NULL
