Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2018-12-19 00:00:49	1.0	CT08	1.0	2018-12-19 00:00:49	0.0	A7	3.0	NULL	56.331008777202996	0.0	0.0	16.759643554687	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.0205078125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:02:09	1.0	CT08	1.0	2018-12-19 00:02:09	0.0	A7	3.0	NULL	56.180714199832	0.0	0.0	16.759643554687	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	45.83740234375	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:03:28	1.0	CT08	1.0	2018-12-19 00:03:28	0.0	A7	3.0	NULL	56.213779006852995	0.0	0.0	16.759643554687	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.0205078125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:04:48	1.0	CT08	1.0	2018-12-19 00:04:48	0.0	AB	3.0	NULL	56.180714199832	0.0	0.0	16.771850585937	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.0205078125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:06:09	1.0	CT08	1.0	2018-12-19 00:06:09	0.0	AD	3.0	NULL	56.063484429482	0.0	0.0	16.777954101562	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	45.5322265625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:07:28	1.0	CT08	1.0	2018-12-19 00:07:28	0.0	A7	3.0	NULL	56.207767223759	0.0	0.0	16.759643554687	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.142578125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:08:48	1.0	CT08	1.0	2018-12-19 00:08:48	0.0	A5	3.0	NULL	56.367079475773004	0.0	0.0	16.753540039062	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.142578125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:10:09	1.0	CT08	1.0	2018-12-19 00:10:09	0.0	A3	3.0	NULL	56.466273896838	0.0	0.0	16.747436523437	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	45.8984375	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:11:27	1.0	CT08	1.0	2018-12-19 00:11:27	0.0	9F	3.0	NULL	56.472285679933	0.0	0.0	16.735229492187	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.56982421875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-19 00:12:47	1.0	CT08	1.0	2018-12-19 00:12:47	0.0	98	3.0	NULL	56.481303354575005	0.0	0.0	16.7138671875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	46.56982421875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
