Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2018-12-27 00:00:14	1.0	CT08	1.0	2018-12-27 00:00:14	0.0	D7	3.0	NULL	37.562221955032	0.0	0.0	18.468627929687	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	44.49462890625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:02:24	1.0	CT08	1.0	2018-12-27 00:02:24	0.0	C6	3.0	NULL	37.550198388842	0.0	0.0	18.416748046875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	44.61669921875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:03:44	1.0	CT08	1.0	2018-12-27 00:03:44	0.0	C2	3.0	NULL	37.700492966214	0.0	0.0	18.404541015625	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	44.677734375	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:05:05	1.0	CT08	1.0	2018-12-27 00:05:05	0.0	C6	3.0	NULL	37.129373572202	0.0	0.0	18.416748046875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	44.43359375	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:06:24	1.0	CT08	1.0	2018-12-27 00:06:24	0.0	CF	3.0	NULL	37.156426596128	0.0	0.0	18.444213867187	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	43.701171875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:07:44	1.0	CT08	1.0	2018-12-27 00:07:44	0.0	DD	3.0	NULL	36.558254178189	0.0	0.0	18.486938476562	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	44.189453125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:09:07	1.0	CT08	1.0	2018-12-27 00:09:07	0.0	E6	3.0	NULL	36.690513406276004	0.0	0.0	18.514404296875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	43.701171875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:10:24	1.0	CT08	1.0	2018-12-27 00:10:24	0.0	F0	3.0	NULL	37.123361789107	0.0	0.0	18.544921875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	43.02978515625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:11:44	1.0	CT08	1.0	2018-12-27 00:11:44	0.0	F5	3.0	NULL	37.550198388842	0.0	0.0	18.560180664062	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	43.02978515625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2018-12-27 00:13:06	1.0	CT08	1.0	2018-12-27 00:13:06	0.0	F2	3.0	NULL	37.817722736564	0.0	0.0	18.551025390625	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	43.88427734375	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
