Tstamp	w2	w3	w4	w5	w6	w7	w8	Humidity_Min	Module_Temp1	Wind_Direction	Wind_Speed	Ambient_Temp	Module_Temp2_Actual	Humidity_Max	Humidity_Actual	Ambient_Temp_Min	Ambient_Temp_Max	Ambient_Temp_Avg	Global_Irradiation_Min	Irradiation_Tilt1_Actual	Irradiation_Tilt2_Actual	w1	Global_Irradiation_Max	Global_Irradiation_Avg	Wind_Speed_Min	Wind_Speed_Max	Humidity_Avg	Wind_Direction_Min	Wind_Direction_Max	Wind_Speed_Avg	Global_Irradiation_Actual	w33	Rain	Room_Temperature
2019-01-18 00:03:26	1.0	CT08	1.0	2019-01-18 00:03:26	0.0	FF	3	NULL	-57.457015750872	0.0	0.0	18.590698242187	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	-2000.0	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:06:12	1.0	CT08	1.0	2019-01-18 00:06:12	0.0	0C	3	NULL	-100.76590116628999	0.0	0.0	-136.83837890625	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	1765.625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:11:32	1.0	CT08	1.0	2019-01-18 00:11:32	0.0	36	3	NULL	47.935553685223	0.0	0.0	18.758544921875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.236328125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:13:38	1.0	CT08	1.0	2019-01-18 00:13:38	0.0	4D	3	NULL	47.226163280029	0.0	0.0	18.828735351562	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.236328125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:14:59	1.0	CT08	1.0	2019-01-18 00:14:59	0.0	61	3	NULL	47.169051340628	0.0	0.0	18.889770507812	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	765.625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:16:30	1.0	CT08	1.0	2019-01-18 00:16:30	0.0	78	3	NULL	46.934591799928	0.0	0.0	18.9599609375	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	41.748046875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:17:47	1.0	CT08	1.0	2019-01-18 00:17:47	0.0	90	3	NULL	89.230491763857	0.0	0.0	19.033203125	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	-2000.0	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:20:24	1.0	CT08	1.0	2019-01-18 00:20:24	0.0	FF	3	NULL	-106.99410845257	0.0	0.0	19.371948242187	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	-2000.0	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:23:02	1.0	CT08	1.0	2019-01-18 00:23:02	0.0	A4	3	NULL	46.934591799928	0.0	0.0	19.09423828125	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.05322265625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:24:23	1.0	CT08	1.0	2019-01-18 00:24:23	0.0	99	3	NULL	47.075868702657004	0.0	0.0	19.060668945312	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.54150390625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:25:42	1.0	CT08	1.0	2019-01-18 00:25:42	0.0	84	3	NULL	47.619935072743	0.0	0.0	18.99658203125	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.54150390625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:27:04	1.0	CT08	1.0	2019-01-18 00:27:04	0.0	72	3	NULL	47.926536010580996	0.0	0.0	18.941650390625	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	42.236328125	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:28:20	1.0	CT08	1.0	2019-01-18 00:28:20	0.0	76	3	NULL	47.668029337502006	0.0	0.0	18.953857421875	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	41.9921875	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
2019-01-18 00:32:29	1.0	CT08	1.0	2019-01-18 00:32:29	0.0	6C	3	NULL	47.800288565589	0.0	0.0	18.92333984375	NULL	NULL	99.996948242188	NULL	NULL	NULL	NULL	41.56494140625	0.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.0	0.0	NULL
